article,comment,is_positive,thumbs_up,thumbs_down
Cyrk podczas finału rzutu dyskiem kobiet,"Tytułowymyśliwacz niby zażartował. Dobrze, że w artykule nie porównanie zawodniczek/kobiet na przykład do małp, osłów i klaunów.  Mogły by być kłopoty...",0,0,0
Polka modliła się przed startem!,"""Polska olimpijka przed startem aż musiała się pomodlić""???? Hańba...SKANDAL aby japończycy zmuszali zawodników do modlitwy!!!!!!!!!!!!!!!!!!",0,0,1
Polka modliła się przed startem!,""" Dobry bieg naszej zawodniczki. Wydaje się, że w tych warunkach nie mogła dużo więcej osiągnąć - analizował komentator Eurosportu Marek Rudziński."" Szkoda że tylko naszejCzytaj całość
 nalało na tor, stąd taki wynik. Strata prawie 3 s do pierwszej świadczy o nieszczerej modlitwie.",0,1,1
Polka modliła się przed startem!,"Jakby się nie ""modliła"", a skupiła na starcie, to by może i ten bieg wygrała !!!!",0,2,2
Polka modliła się przed startem!,"Pani się modliła i niebo ją wysłuchało spadł deszcz, dlatego jest dobre wytłumaczenie że nasza pani turystka nie przeszła do finału. Brawo wnoszę aby panią sportsmenkę turystkę naCzytaj całość
 której był dokonany cud Kardynał Don Slawislao zgłosił do beatyfikacji.",0,2,1
Polka modliła się przed startem!,Japończycy pod presją telewizji wypaczają istotę sportowych zmagań?,0,2,0
Polka modliła się przed startem!,"Ale kogo obchodzi co robi zawodnik przed startem. Muzułmanka startowała w hidżabie wielka sensacja, teraz modlitwa. Ja wiem że nie ma o czym pisać bo Polska prawie nic nie zdobyła ale bezCzytaj całość
 przesady.",0,1,0
Polka modliła się przed startem!,"Ważny jest wynik. Zawodnikowi modlitwa pomaga mentalnie przed startem i nikomu nic do tego. Kubacki i kilku skoczków też modlą się przed skokiem i też byli tacy których to bolało. OjCzytaj całość
 tolerancja tylko w jedną stronę.",0,1,0
Polka modliła się przed startem!,"Może święty JPII , przebiegł jej drogę , bo lubił sport , a ona nie chciała potrącić ?",0,0,2
Polka modliła się przed startem!,"Od trzech dni czytam z niedowierzaniem , ciagla sie pisze ze Polska zdobyla zloty medal  to ile juz mamy tych medali w tej sztafecie  4x400 m ???? ja uwazam ze taki medal mozna zdobyc tylko razCzytaj całość
 ?   a o historii  zdobycia medalu mozna pisac i 4 lata. Na Olimpiadach  w tym czasie Polska miala juz kika zlotych  i wiele innych  medali. Ale sukses musi byc mimo ze to klastwa.Polska bez  sukcesu jest skazana na ostratyzm.",0,0,1
Polka modliła się przed startem!,"Aż powstał artykuł!
Dobrze, że organizatorzy nie usunęli modlącej się z toru lub nie pytali Białorusinów jak odesłać ją do domu   ;)",0,1,0
Polka modliła się przed startem!,"Dlaczego że sportowcami nie poleciał ksiądz nawet pedofil,  tylko przynoszący pecha Duda ? Amen !!!!!!!!!",0,2,2
Ambasador RP spotkał się z Cimonauską,Trzeba ludziom pomagać.,1,1,0
Piekielnie szybki półfinał na 200 metrów,"Wyniki półfinałów na 400 metrów (43,88 oraz 43,93) skojarzyły mi się z finałem  z igrzysk w Meksyku  w 1988. Wygrał wówczas Lee Evans (43,86) przed Larrym Jamsem (43,97).
MożecieCzytaj całość
 sprawdzić  ;)",0,0,0
Koszmarne chwile podczas eliminacji,"Miała szczęście, Ani Rogowskiej kiedyś złamana tyczka uszkodziła dłoń.",0,0,0
Koszmarne chwile podczas eliminacji,"Szkoda ze ta tyczka  pekla  , taka tyczka powinna byc tak wykonana zeby nie przebila brzucha zawodniczki , co nie ?",0,0,0
Hassan z dwoma sukcesami jednego dnia,"przeciez to jest afrykanka, (z Etiopi, od 2008 obyw. holenderskie)  wiec nie zatrzymala afrykanskiej dominacji.....",0,0,0
Joanna Linkiewicz bez awansu do finału,"Miała wyraźnego pecha wylosował tor nad którym była ulewa. Innym zawodniczkom udalo soe wylosowali tory nad którymi sweciło słonce. Piepszenie kotka przy pomocy młotka Polacy sąCzytaj całość
 generalnie nedzni Sport polski spadł na dno Zreszta jak wszystko Oświata, medycyna Wszedzie wielkie PIS-owskie sciemnianie A roboty zero I wyników zero Dwa medale Jeden na tydzien To wstyd jedynie",0,0,0
Joanna Linkiewicz bez awansu do finału,"Złej baletnicy przeszkadza rąbek przy spódnicy,przysłowia są mądrością Narodu.Współzawodniczki miały takie same warunki i one potrafiły osiągnć cel(awans do finału)a naszaCzytaj całość
 zawodniczka mjejsce bez kwalifikacji.",0,0,0
Joanna Linkiewicz bez awansu do finału,Świetny występ Polki na igrzyskach. Gratulacje! :-),1,0,0
Joanna Linkiewicz bez awansu do finału,"To jest skandal jak bylo mozna wybrac taka pogode na rozegranie  konkurencji ??? Nasza dzieweczyna caly czas byla przygotowywana  na bieg w sloncu i 40°C . Inne zawodniczki oszukaly i trenowalyCzytaj całość
 tylko na mokrej biezni. Dlatego nasza odpadla.",0,0,0
Joanna Linkiewicz bez awansu do finału,"Zwalać na deszcz to jej raczej nie wypada , bo akurat jej tor to był suchy...",0,1,0
Joanna Linkiewicz bez awansu do finału,"I tak waraca z rekordem zyciowym i wystepem w polfinale. Osobiscie mysle, ze kiedy sa 3 serie zamiast dwu w polfinale, chyba powinnismy mowic po polsku ""trzeciafinalu,"" a po angielskuCzytaj całość
 ""trifinal.""",0,1,1
To będzie przepis na złoto?!,"Poczekajcie trochę. Wiem, że chodzi o szybkie zamieszczenie reklam przez SF, jednak poczekajmy jeszcze. A skąd ona wie o niesamowitym wsparciu? Jej nie chodzi o nas jako kibiców. Ona piszeCzytaj całość
 do konkretnych firm i osób - coś za coś...",0,0,0
EBL. Astoria znów lepsza od Anwilu,Yannick Franke zagra w drużynie Trefla Sopot.,0,0,0
EBL. Astoria znów lepsza od Anwilu,"Nie rozumiem dlaczego wybiórczo traktujecie wyniki meczów przedsezonowych. Fajnie wiedzieć że Astoria drugi raz pokonała Anwil ale chciałbym też dowiedzieć się jak grali inni np. Arka zCzytaj całość
 Czarnymi?",0,0,0
Będzie wielki hit w ćwierćfinale!,"""Aktualni mistrzowie świata kontra wielki faworyt imprezy, czyli USA kontra Hiszpania!"" Zaraz zaraz. Komuś się powaliła kolejność. Jak już to ""[...], czyli Hiszpania kontraCzytaj całość
 USA"". Coraz więcej cymbałów tworzy na SF. W innej robocie na bułkę byście nie zarobili bo za brak umiejętności i błędy na każdym kroku po porostu się nie płaci.",0,0,0
Serge Ibaka podjął decyzję,"kurde a myślałem ,że zagra w.....ZG !",0,0,0
Legia buduje formę na przyszłość,"Legia zatem w tym okienku ograła Anwil, ale przegrała z HydroTruckiem - chyba było wszystko odwrotnie ale Pan Redaktor zamieszał",0,0,0
Durant przeszedł do historii kadry USA,"Jak można napisać, że ""zaczęli od 7:17""? Mecz zaczyna się od 0:0 i ewentualnie można zacząć od 1,2,3 lub 4 punktów gdy pierwszy rzut będzie za 3 plus faul. Idiotów autorówCzytaj całość
 sporo.",0,0,1
Obrazek ze studia TVP chwyta za serce!,Pamiętam Jana i Piotra Michalików z Siły Mysłowice - stare czasy...,0,0,0
Obrazek ze studia TVP chwyta za serce!,Mentalne wsparcie ze studia TVP nie ma siły na macie  ;),0,0,0
Obrazek ze studia TVP chwyta za serce!,"Pełny szacunek dla Pani Moniki jak również Jej brata Tadeusza się należy , brawo.",1,0,0
Najbrutalniejsze nokauty na gołe pięści,"Co za barbarzyństwo ,kolejny to będzie na siekiery a chirurdzy zacierają ręce ...",0,0,0
Michalik: Chciałem go zaskoczyć,"Zaraz zaraz, ile to medali powiesili polskim zawodnikom przed igrzyskami? 22?",0,0,0
Michalik: Chciałem go zaskoczyć,szkoda,0,0,0
Amerykanka odarła Polkę z nadziei,"Ja czegos nie rozumie - zeby wygrac  jakis medal nalezy sie ukladac i uzgadniac przed walka  
  z reprezentantka innego kraju , kto ma z kim wygrac lub przegrac ????",0,0,0
Polak powalczy o brąz,"KTO TO PISAŁ??? ""Jednak na nabawił się kontuzji i padł na matę. Po chwili jednak wrócił do walki. Irańczyk jeszcze jeden punkt po nieudanym challenge'u. Mohammadhadi SaraviCzytaj całość
 atakował, ale nie zdoałał zmienić losu pojedynku.""",0,3,0
Polak powalczy o brąz,Życie walka z ame' kosztowało go zbyt wiele wysiłku.,0,0,0
Polak nie mógł powstrzymać łez,"Młodzieżowo. ""Masakra"". Co za prymitywne słownictwo redaktorów, sportowców i im po dobnych. Mógł po wiedzieć jeszcze precyzyjniej, ""Zaj***ście"".",0,0,0
Michalik blisko medalu w zapasach!,Z tego co pamiętam jak trenowalem zapasy Sobieski Poznań był to klub stylu klasycznego.  Chyba ze sie coś zmieniło po 15 latach to przepraszam.,0,0,0
