article,comment,is_positive,thumbs_up,thumbs_down
"Anna i Robert Lewandowscy sprawili córkom MINIDOMEK! Z ""pięterkiem u góry"" (ZDJĘCIA)","Jakis  skromny ten domek, a gdzie  basen, ogród ",0,3,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","On po rozwodzie jeśli dobrze pamiętam dodawał jakieś memy jak to teraz będzie du.czyc, wiec sorry. Ale to ona rozstała się z nim z klasa, jemu tej klasy zabrakło. A jak został na dwa tygodnie sam z dzieckiem, to mu się „ulało” i zaczął się skarżyć jaki biedny na instagramie.. także Aniu, jestem z Tobą!",0,50,8
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",A tak na serio to kto to jest? ,0,42,4
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","Mądre kobiety są same, powtarzam to kolejny raz.",0,13,2
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",Dla niej wszystko jest super a później ex w poście podsumuje ich relacje 🤣,0,12,3
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","Jak Marek prowadził firmę travelingową, żył na luzie, miał kasę i dom w Maroku to był super - jak sobie zrobiła gadżet w postaci dziecka to super już nie jest, lol",0,9,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",Sprzedam opony muzgowe nie urzywane ,0,3,0
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","Mądre kobiety są same, powtarzam to kolejny raz.",0,14,2
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","Jak Marek prowadził firmę travelingową, żył na luzie, miał kasę i dom w Maroku to był super - jak sobie zrobiła gadżet w postaci dziecka to super już nie jest, lol",0,9,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","Każde rozstanie boli, ale trzeba zachować klasę i wzajemny szacunek... ",0,4,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",Dobrze zrobiła. Szkoda życie na tkwienie w bylejakim związku!!!,0,3,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","Ja się mu dziwię że w ogóle z nią był, serio",0,3,3
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","ona jest zenujaca,placi zeby pudel o niej pisal?",0,3,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",Nie znam inie chce poznać ,0,2,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",Kurczę jaka podobna do mojej siostry.,0,3,2
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",Nie mam zielonego pojęcia kim są Ci ludzie. Ktoś z nich jest z czegoś znany? Czy oboje? 🤔,0,4,1
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""","On po rozwodzie jeśli dobrze pamiętam dodawał jakieś memy jak to teraz będzie du.czyc, wiec sorry. Ale to ona rozstała się z nim z klasa, jemu tej klasy zabrakło. A jak został na dwa tygodnie sam z dzieckiem, to mu się „ulało” i zaczął się skarżyć jaki biedny na instagramie.. także Aniu, jestem z Tobą!",0,52,9
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",Dla niej wszystko jest super a później ex w poście podsumuje ich relacje 🤣,0,12,3
"Anna Skura o rozstaniu z mężem: ""Dla wielu rozwód jest PORAŻKĄ. Ja nie żałuję""",A tak na serio to kto to jest? ,0,42,4
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,Będzie premia od Kurskiego ,0,300,19
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,ŻENADA!,0,259,18
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,Czarnek jest dumny z poczynań Idusi.,0,229,21
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Jezu, loki, garniakb, cały dzień przygotowań do foty w kościele, to i tak że nie pozuje na czworaka w stringach przed ołtarzem 🤦‍♀️🤣🤣🤣",0,190,23
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,Każdy orze jak moze rrrr,0,131,18
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Gdyby Pani była faktycznie wierząca, to w kościele skupiłaby się Pani na modlitwie, zadumie, a nie na selfie, którym ma Pani zapunktować w partyjnej telewizji. Jest to co najmniej niesmaczne, ale Pani ma ogólnie problem z ogładą, kulturą osobistą. W PnŚ potrafi Pani językiem szukać w buzi resztek pożywienia czy nie wiem czego albo mielić jeszcze niedokończone jedzenie (bo już jest na wizji). Najczęściej używane słowo ""jakby"". W oczach widać tęsknotę za rozumem. Wszystko Pani mówi i robi, żeby się przypodobać (jak wcześniej o dziecku, rodzinie), co życie szybko zweryfikowało, bo parcie na szkło lub strach, że ktoś wygryzie (a każdy byłby lepszy), spowodowało, że nawet trzech miesięcy przy tym upragnionym dziecku było szkoda Pani poświęcić. Sztuczne uśmiechy, pozory, fałsz. Każdy współprowadzący z Panią program jest wyraźnie zażenowany Pani infantylnym zachowaniem, okrzykami ""ojej"", ""wow"", tekstami (oprócz Wolnego, bo jest taki jak Pani). Gdzie Ci prawdziwi prezenterzy sprzed lat, z manierami, klasą?... Pani Loska, Pan Suzin.. Ech..",0,0,0
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"A na którym krawężniku ona taka ""popularna"" ?",0,0,0
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,ida serio ? w kościele ? mój boshe mogłabyś sobie już darować tą pokazówkę ,0,0,0
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,ta buzia tak znieksztalcona przez aparat czy po prostu ohydna?,0,1,0
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Gdy się modlicie, nie bądźcie jak obłudnicy. Oni lubią w synagogach i na rogach ulic wystawać i modlić się, żeby się ludziom pokazać. Zaprawdę, powiadam wam: otrzymali już swoją nagrodę. Mt. 6,5",0,2,0
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Ida trzymaj się, bo wściekła opozycja opluje i obsmaruje Ciebie i Twojego męża",0,2,6
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Jest na tyle pobożna, że poszła do domu bożego i sobie sesję pyknęła w gościach ;) szczyt hipokryzji",0,8,1
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Lubię ją,  ale po co publicznie wrzucać takie zdjęcia?",0,3,7
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,Mina męża mówi wszystko,0,7,1
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,Dziecko nie powinno się wozić  przez dłuższy czas w nosidelku!,0,7,2
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"a dlaczego nie może być pobożna? gdyby chodziła ubrana w tęczowe flagi to by lewacki pudeł piał z zachwytu, hipokryzja",0,2,16
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Co tu komentować, że dziewczyna weszła do kościoła zainteresowana chrztem dla synka",0,5,5
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,Wiara na pokaz. Tfu.,0,16,2
Pobożna influencerka Ida Nowakowska pozuje w krakowskim kościele. Potem reklamuje ubrania przy krawężniku... Sprytne?,"Obłędna, mądra, odważna ",1,4,9
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Oczywiście, Krzysiu. Wszystko w telewizji to spontan, wiemy.",0,165,18
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Ale jakby to była kobieta to śmiało można byłoby go posadzić o molestowanie, słabe to było i płytkie ",0,138,18
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","A gdyby ktoś powiedział to samo co on, ale w lewa stronę, to już byłby „nietolerancyjny”, jednak oni mogą siać mowę nienawiści. Hipokryci ",0,121,30
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Przepraszam ale dla mnie jest to żałosne,0,110,26
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Oni rozdają te nagrody na kilogramy?,0,57,12
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Młodzi chcą Konfederacji. A dziadek Zalewski niech idzie grzecznie na emeryture, a nie kolegów całuje.",0,0,0
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Prowincjonalne jest emocjonowanie sie ta tania zagrywka. Z wielkim światem nie ma to nic wspólnego.,0,0,0
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Czemu robicie z tego sensacje  ?,0,0,0
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Obrzydliwe. Psa też by pocałował? ,0,0,0
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Nikogo nie obchodzi zdanie z kupionych komentarzy. Wiemy jak jest  :D team Zalew, wyszło śmiesznie z reakcją Ralpha.",0,0,1
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Po spodniach nie było widać ,0,1,1
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Na miejscu jego partnerki zapadłabym się pod ziemię.... Co za pocałunek ,0,11,4
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Zalewskiiiii! Mistrz  :),1,6,7
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Zaszczepilam się i wypadły mi czecie zemby ,0,4,6
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Ale wiecie, że tylko wy macie z tym problem, w sensie komentujący??? Oni jiz dawno o tym zapomnieli. Jakby wiecie, żadna sensacja
 Chociaż jakbym byla ralphem,to bym pamiętała 😂",0,6,1
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Nie, gwiazdki to nie jest mowa nienawiści, to krótka, celna i do tego grzecznie ocenzurowana odpowiedź do władzy która jak walec niszczy Polske. I może przestańcie zarzucać ze to molestowanie, zapytajcie Ralpha czy znają sie z Krzyskiem z branży muzycznej, może są blisko ze sobą?? ",0,13,8
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""",Zalewski jest super!,1,14,8
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Uuuu widzę dużo kupionych komciów przez „sympatyków obecnej władzy” żenua po prostu. My Naród wiemy że to było spoko i przekaz jest oczywisty ***** *** i konfederacje PS: tak się składa że obaj Panowie się dobrze znają i w tej sytuacji nie było nic negatywnego ani molestowania, ot żart taki pomiędzy kolegami z branży. ",0,13,15
"Fryderyki 2021. Krzysztof Zalewski tłumaczy się z pocałunku z Ralphem Kamińskim: ""ABSOLUTNY SPONTAN! Byłem w euforii""","Zalewski nie tlumacz sie...
Wyrezyserowane i tyle w temacie.
Ciekawe czyim jest pupilkiem?
To sie jeszcze dowiemy....",0,10,10
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"Nie wnikam co oboje mają za uszami, ale taka figura po tylu ciążach to fenomen. Zazdro ",0,268,14
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Jak ona te dzieci urodzila 😱 jaka figura😱😱😱,0,239,15
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"My tu gadu gadu, ale gdzie kolejny artykuł odnośnie Magdaleny „jestem najszczęśliwsza na świecie”/„przechodzę przez dramat” Stępień?! Nie robiła dziś nowego zdjęcia w przedpokoju?! Lub choć w windzie?! Skandal! ",0,139,15
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Nie promujcie przestępców. Nawet jeśli wam dużo płacą za tę promocję...,0,129,8
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Super wygląda,1,60,12
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Kobieta ma cudowna figurę po 6 ciążach. Wyglada jakby nigdy w życiu nie rodziła ,1,1,1
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Może napiszcie o tym facecie na którym siedziała na okładce wprost. ,0,0,0
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Smutne ,0,0,0
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Dieta i chirurgia plastyczna,0,1,0
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"ale ma mężusia, normalnie gratulacje XD",0,2,2
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"O, koleś na urlopie, a nie przy TIRach z papierosami? ",0,16,0
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"Widać gołym okiem, że okolice brzucha były u obojga obrabiane. ",0,14,1
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"OBYDWOJE OCHYDNI,,🤢🤢🤮🤮🤮",0,14,3
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"po tym co widziałam , jego zachowanie i przekleństwa to nawet na jego zdjęcie patrzę z obrzydzeniem , pewnie  się dobrali  niestety ten sam poziom skoro są ze sobą tyle lat",0,19,0
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),Pudelek obruszający się na Kim Kardashian promuje rozkraczona gwiazdę ckmu... Niech sobie ich wszystkie dzieci pooglądają mamusie wypięta na 4 strony świata.zalosne,0,10,1
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"Nie wstyd wam promować gangsterkę. Jak w Rosji, szkoda słów.",0,25,0
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),To ich wspólne zdjęcie jakby ktoś wyciął ich sylwetki i wkleił na tle morza o nieruchomyvch falach. Wiele się photoshop- master namajsterkował. ,0,12,2
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"Pomaga sobie , nie tylko naturalnie i to widać, zwłaszcza na video bo zdjęcia wiadomo ... Musi bardzo się starać by ten facet nie poszedł do innej , wieczny strach o to , ze inna ...młodsza, piękniejsza  etc  zabierze jej faceta. Wszystko wygląda pięknie na obrazku , niestety realia wszyscy wiemy jakie są.....",0,10,8
Izabella Łukomska-Pyżalska z mężem prezentują wyrzeźbione sylwetki i świętują 16. rocznicę ślubu (FOTO),"Wyrazy współczucia i gratulacje ,że tyle z nim wytrzymała ...",0,13,0
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Ja tam jej zazdroszczę - mega dużo zarabia, podróżuje gdzie chce, jest młoda i ładna. Niech się jej wiedzie, nikomu nie robi krzywdy. 
Miłego weekendu kochani! ",1,453,23
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)",Na jednym ze zdjec wydluzenie nog chyba za mocno wjechalo - wygladaja jak dwie zapalki ,p,0,204
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Młoda i śliczna dziewczyna. Powinna jak najczęściej pokazywać się w takim naturalnym wydaniu zamiast dodawać sobie lat i wulgarności. Na dorosłość przyjdzie czas, młodym się jest tylko raz.",1,185,28
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Julia niech opowie co robiła jak po % była 
Ps nie śpiewała ani nic podobnego 
Było znacznie gorzej ",0,128,11
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)",Jasne ze fajnie! Tez hyl chciałaale mnie nie stać  🙍‍♀️,0,82,20
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)",To królik jej na wesele nie zaprosił?,0,0,0
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","To jest MASAKRA !!!
Po pierwsze jak on na niej żeruje!!
Po drugie 90% Luwru, to rzeczy ukradzione z Egiptu!!! ",0,1,0
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)",My i Mona Lisa. A gdzie ten Lis?,0,1,1
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)",Tam nie można robić zdjęć! Coś się zmieniło?!,0,0,0
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Żenująca ciosana promocja, bo jest coraz mniejsze nią zainteresowanie.",0,1,0
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Dziewczyna zwiedza ,pokazuje zdjecia z podrozy a nie tylka i golych cyckow super.",0,0,0
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Miec pieniądze,podróżować.. zazdroszczę. A ja tyle lat edukacji i w miesiąc  nie mam tyle co ona w tydzień.
",0,1,0
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Zazdroszczę. Ja siedzę z dwójką dzieci i wykańczam się psychicznie. Mąż musiał wyjechać na tydzień. Córki mają rok i 2 lata, nie chciałam posyłać do żłobka i tak siedzę w domu te 2 lata... Jest ciężko i chce uciec. Zastanówcie się dobrze, zanim zdecydujecie się na dzieci. Choć u nas myślałam że jest przemyślane.",0,6,3
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)",Bardzo fajnie 😊,1,2,2
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)",Dobrze ze podpisala fotki 😂 bo bym miala trudnosc z rozpoznaniem ktora ona a ktora Mona Lisa 🙄,0,3,1
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Pewnie, że fajnie - miłość, młodość, kasa, uroda, zdrowie i Paryż! Czego chcieć więcej 😉",1,11,1
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Biedna, jej eks sie zaraz hajta a ta myslala ze jak nikusiowi zaproponuje romantyczny trip do Paryża to sie jej oswiadczy a tu figa z makiem ",0,5,6
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","Fajne wakacje zwiedzanie a nie tylko plaża i zabawa. Tylko nie jestem pewna ale to nie jest orginalny obraz ""Mona Lisy"" bo tak ważne obrazy nie są udostępniane dla zwiedzających którzy chcą robić zdjęcia. ",0,0,2
"Julia Wieniawa i Nikodem Rozbicki zwiedzają Paryż: croissanty na balkonie, zwiedzanie Luwru i sesja z ""Mona Lisą"" (ZDJĘCIA)","No i fajnie, tylko szkoda, że zamiast na sztuce skupiają się na lansie",0,4,0
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),Dajcie już im spokoj. Tylko oni wiedzą dlaczego sie rozstali!,0,336,19
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Skoro bez niej jest szczesliwszy, to wszystko w temacie tego zwiazku... powodzenia dla obojga!",0,308,34
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Widać, że Martyna przeżywa to bardziej. A on jak to facet - olewka.",0,317,47
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Ale w sumie co ma robić, siedzieć i płakać w domu? Nie wiemy co było między nimi, niech sobie sami wszystko wyjaśnia kiedyś, a tymczasem dajmy ludziom żyć!",0,233,28
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Ona cierpi, on się bawi. Wieczny chłopiec. Wiem, co mówię, miałam to samo. Po co faceci biorą ślub, kiedy chcą fruwać w pojedynkę. Dorosły facet, ale niedojrzały. On nie wie, co to odpowiedzialność, na czym polega miłość.",0,136,26
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),Gościu masz 200 % racji,1,0,0
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Po facetach wszystko spływa jak po kaczce, trochę chyba Kossakowskiemu empatii zabrakło ",0,0,0
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),martyna przezywa bardziej bo to kossowski ja zostawi a nie ona jego .Upokorzyl ja dokladnie no i bardzo dobrze nie lubie jej kiedys byla normalna jak byla mlodsza teraz mysli ze jest pepkiem swiata z tym swoim krancem swiata  ha ha ha ,0,0,0
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Dobrze na tym oboje wyjdą,,,,po co być razem na siłę,w zakłamaniu,,,,oboje są zmienni uczuciowo
,,,,",0,0,0
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Martyna mówiła że była uciekająca panna młoda,,,trafiła na uciekającego raz od niej młodego męża,,,,nosił wilk razy kilka ponieśli i wilka ,,,tak to bywa martynko",0,1,0
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Zwyczajnie, Piotruś Pan - tyle w temacie",0,4,0
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Co w nim jest takiego, że go nie lubię? nigdy nie lubiłam.",0,6,2
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Jak to pozory mylą. Zdawało się - prawdziwy chłop, a to takie nie wiadomo co...",0,11,1
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Myślę, że on też to przeżywa tylko tak mesko dziecinnie udaje, że niby wszystko ok. Nie świadczy to dobrze o jego znajomości siebie ani wrażliwości. Raczej bucowato to wygląda niestety ",0,16,4
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Dziwne to wszystko, naprawdę szok to dla mnie był, że oni się rozstali. Mogłaby Martyna, tak jak Magdalena S. jakiś kawałek rąbka tajemnicy uchylić!",0,7,1
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"brzydki, zobaczcie zdjecia bez zarostu,poniżej przeciętnej zupełnie",0,14,4
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),No proszę jak się na żonie wylansował! ,0,23,6
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Ślub  spowodował że coś się rozlało,,,,",0,4,2
Zadowolony Przemysław Kossakowski pompuje sprzęt do kitesurfingu (ZDJĘCIA),"Wreszcie ma tyle fejmu co Martyna, chyba o to mu głównie chodziło...",0,26,7
